,Date,Route,Attempted,Succeeded,Success Percentage,Battery Voltage AVG,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solare Radiation AVG,Year,Month
14,9/26/2015,Disappointment Cleaver,3,0,0.0,13.51625,-2.5988425944444438,59.46991667,25.316125205000002,216.3425,183.87170830000002,2015,9
15,9/25/2015,Disappointment Cleaver,12,9,0.75,13.03708333,0.21689815000000026,95.30583333,98.79335925000001,261.03333330000004,12.38258333,2015,9
16,9/25/2015,Disappointment Cleaver,11,6,0.545454545,13.03708333,0.21689815000000026,95.30583333,98.79335925000001,261.03333330000004,12.38258333,2015,9
17,9/24/2015,Disappointment Cleaver,10,0,0.0,13.55375,2.2775462944444453,60.97875,83.0593785113022,265.4166667,180.315875,2015,9
18,9/24/2015,Disappointment Cleaver,11,1,0.090909091,13.55375,2.2775462944444453,60.97875,83.0593785113022,265.4166667,180.315875,2015,9
19,9/23/2015,Disappointment Cleaver,12,0,0.0,13.5425,-0.6245370388888895,70.45,57.04909132499999,263.3833333,138.2574583,2015,9
20,9/22/2015,Disappointment Cleaver,3,0,0.0,13.47,1.4252314833333322,21.985,35.9742475836978,247.15875,215.4495417,2015,9
21,9/21/2015,Disappointment Cleaver,2,0,0.0,13.46375,3.0037037055555555,17.20541667,22.1752299663022,149.3954167,221.8321667,2015,9
22,9/21/2015,Disappointment Cleaver,2,0,0.0,13.46375,3.0037037055555555,17.20541667,22.1752299663022,149.3954167,221.8321667,2015,9
23,9/21/2015,Disappointment Cleaver,11,0,0.0,13.46375,3.0037037055555555,17.20541667,22.1752299663022,149.3954167,221.8321667,2015,9
24,9/21/2015,Disappointment Cleaver,8,0,0.0,13.46375,3.0037037055555555,17.20541667,22.1752299663022,149.3954167,221.8321667,2015,9
25,9/21/2015,Disappointment Cleaver,10,9,0.9,13.46375,3.0037037055555555,17.20541667,22.1752299663022,149.3954167,221.8321667,2015,9
26,9/20/2015,Disappointment Cleaver,3,0,0.0,13.47,3.1347222222222215,68.0775,50.3508841386978,40.02583333,215.14358330000002,2015,9
27,9/20/2015,Disappointment Cleaver,12,7,0.583333333,13.47,3.1347222222222215,68.0775,50.3508841386978,40.02583333,215.14358330000002,2015,9
28,9/20/2015,Disappointment Cleaver,12,0,0.0,13.47,3.1347222222222215,68.0775,50.3508841386978,40.02583333,215.14358330000002,2015,9
29,9/20/2015,Disappointment Cleaver,11,0,0.0,13.47,3.1347222222222215,68.0775,50.3508841386978,40.02583333,215.14358330000002,2015,9
30,9/19/2015,Disappointment Cleaver,12,0,0.0,13.48041667,4.6939814833333315,63.53708333,12.80055624886978,34.0375,219.4595,2015,9
31,9/19/2015,Disappointment Cleaver,2,0,0.0,13.48041667,4.6939814833333315,63.53708333,12.80055624886978,34.0375,219.4595,2015,9
32,9/19/2015,Disappointment Cleaver,12,0,0.0,13.48041667,4.6939814833333315,63.53708333,12.80055624886978,34.0375,219.4595,2015,9
33,9/19/2015,Disappointment Cleaver,11,0,0.0,13.48041667,4.6939814833333315,63.53708333,12.80055624886978,34.0375,219.4595,2015,9
34,9/18/2015,Disappointment Cleaver,12,0,0.0,13.4575,1.5187500000000005,52.70166667,10.2263498625,30.35875,200.940625,2015,9
35,9/18/2015,Disappointment Cleaver,11,0,0.0,13.4575,1.5187500000000005,52.70166667,10.2263498625,30.35875,200.940625,2015,9
36,9/18/2015,Disappointment Cleaver,12,0,0.0,13.4575,1.5187500000000005,52.70166667,10.2263498625,30.35875,200.940625,2015,9
37,9/18/2015,Disappointment Cleaver,2,0,0.0,13.4575,1.5187500000000005,52.70166667,10.2263498625,30.35875,200.940625,2015,9
38,9/18/2015,Disappointment Cleaver,2,0,0.0,13.4575,1.5187500000000005,52.70166667,10.2263498625,30.35875,200.940625,2015,9
39,9/17/2015,Disappointment Cleaver,12,0,0.0,13.61083333,-3.087731483333334,85.25291667,15.074956003869781,28.55166667,203.176375,2015,9
40,9/16/2015,Disappointment Cleaver,12,0,0.0,13.59958333,-5.511111111111112,98.65,25.6245149825,17.27916667,142.4772917,2015,9
41,9/15/2015,Disappointment Cleaver,9,0,0.0,13.54166667,-6.77013888888889,54.48041667,12.597444128630219,13.49,153.95775,2015,9
42,9/14/2015,Disappointment Cleaver,8,7,0.875,13.49958333,-4.988194444444446,60.216125,17.874537045,13.96916667,90.693,2015,9
43,9/14/2015,Disappointment Cleaver,12,12,1.0,13.49958333,-4.988194444444446,60.216125,17.874537045,13.96916667,90.693,2015,9
44,9/14/2015,Disappointment Cleaver,2,2,1.0,13.49958333,-4.988194444444446,60.216125,17.874537045,13.96916667,90.693,2015,9
45,9/14/2015,Disappointment Cleaver,3,3,1.0,13.49958333,-4.988194444444446,60.216125,17.874537045,13.96916667,90.693,2015,9
46,9/14/2015,Disappointment Cleaver,2,2,1.0,13.49958333,-4.988194444444446,60.216125,17.874537045,13.96916667,90.693,2015,9
47,9/13/2015,Disappointment Cleaver,2,0,0.0,13.44125,5.884259261111112,17.42758333,23.2359861938022,20.535,207.5935,2015,9
48,9/13/2015,Disappointment Cleaver,12,0,0.0,13.44125,5.884259261111112,17.42758333,23.2359861938022,20.535,207.5935,2015,9
49,9/13/2015,Disappointment Cleaver,12,0,0.0,13.44125,5.884259261111112,17.42758333,23.2359861938022,20.535,207.5935,2015,9
50,9/13/2015,Disappointment Cleaver,11,0,0.0,13.44125,5.884259261111112,17.42758333,23.2359861938022,20.535,207.5935,2015,9
51,9/12/2015,Disappointment Cleaver,2,0,0.0,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
52,9/12/2015,Disappointment Cleaver,11,0,0.0,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
53,9/12/2015,Disappointment Cleaver,11,0,0.0,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
54,9/12/2015,Disappointment Cleaver,2,0,0.0,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
55,9/12/2015,Disappointment Cleaver,2,0,0.0,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
56,9/12/2015,Disappointment Cleaver,2,2,1.0,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
57,9/12/2015,Disappointment Cleaver,1,0,0.0,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
58,9/12/2015,Disappointment Cleaver,12,11,0.916666667,13.42666667,10.977777777777778,27.91541667,31.890279105,220.86625,238.10541669999998,2015,9
59,9/11/2015,Disappointment Cleaver,3,0,0.0,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
60,9/11/2015,Disappointment Cleaver,12,4,0.333333333,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
61,9/11/2015,Disappointment Cleaver,12,4,0.333333333,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
62,9/11/2015,Disappointment Cleaver,12,0,0.0,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
63,9/11/2015,Disappointment Cleaver,1,0,0.0,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
64,9/11/2015,Disappointment Cleaver,4,0,0.0,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
65,9/11/2015,Disappointment Cleaver,6,0,0.0,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
66,9/11/2015,Disappointment Cleaver,2,2,1.0,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
67,9/11/2015,Disappointment Cleaver,2,0,0.0,13.43166667,11.280092594444445,18.9025,19.943343615,278.9,234.3315833,2015,9
68,9/10/2015,Disappointment Cleaver,12,0,0.0,13.40291667,11.725462961111113,15.78708333,4.00470847886978,140.1174583,243.4372917,2015,9
69,9/10/2015,Disappointment Cleaver,2,2,1.0,13.40291667,11.725462961111113,15.78708333,4.00470847886978,140.1174583,243.4372917,2015,9
70,9/9/2015,Disappointment Cleaver,2,2,1.0,13.44625,8.496759261111112,25.0825,12.331165415000001,208.80083330000002,241.27829169999998,2015,9
71,9/9/2015,Disappointment Cleaver,2,0,0.0,13.44625,8.496759261111112,25.0825,12.331165415000001,208.80083330000002,241.27829169999998,2015,9
72,9/9/2015,Disappointment Cleaver,12,10,0.833333333,13.44625,8.496759261111112,25.0825,12.331165415000001,208.80083330000002,241.27829169999998,2015,9
73,9/8/2015,Disappointment Cleaver,2,0,0.0,13.48166667,6.5331018499999995,40.11041667,11.823083366369781,200.0033333,243.2357083,2015,9
74,9/7/2015,Disappointment Cleaver,2,0,0.0,13.46125,1.8071759277777766,48.96291667,6.268781635,235.4966667,248.5455,2015,9
75,9/7/2015,Disappointment Cleaver,3,0,0.0,13.46125,1.8071759277777766,48.96291667,6.268781635,235.4966667,248.5455,2015,9
76,9/7/2015,Disappointment Cleaver,12,5,0.41666666700000005,13.46125,1.8071759277777766,48.96291667,6.268781635,235.4966667,248.5455,2015,9
77,9/7/2015,Disappointment Cleaver,8,4,0.5,13.46125,1.8071759277777766,48.96291667,6.268781635,235.4966667,248.5455,2015,9
78,9/7/2015,Disappointment Cleaver,11,0,0.0,13.46125,1.8071759277777766,48.96291667,6.268781635,235.4966667,248.5455,2015,9
79,9/7/2015,Disappointment Cleaver,11,9,0.818181818,13.46125,1.8071759277777766,48.96291667,6.268781635,235.4966667,248.5455,2015,9
80,9/6/2015,Disappointment Cleaver,12,0,0.0,13.45666667,-1.6699074055555565,74.715,18.9388472263022,213.9854167,241.9712917,2015,9
81,9/6/2015,Disappointment Cleaver,11,0,0.0,13.45666667,-1.6699074055555565,74.715,18.9388472263022,213.9854167,241.9712917,2015,9
82,9/6/2015,Disappointment Cleaver,12,0,0.0,13.45666667,-1.6699074055555565,74.715,18.9388472263022,213.9854167,241.9712917,2015,9
83,9/5/2015,Disappointment Cleaver,3,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
84,9/5/2015,Emmons-Winthrop,5,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
85,9/5/2015,Disappointment Cleaver,2,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
86,9/5/2015,Disappointment Cleaver,3,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
87,9/5/2015,Disappointment Cleaver,12,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
88,9/5/2015,Disappointment Cleaver,2,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
89,9/5/2015,Disappointment Cleaver,4,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
90,9/5/2015,Disappointment Cleaver,12,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
91,9/5/2015,Disappointment Cleaver,11,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
92,9/5/2015,Disappointment Cleaver,2,0,0.0,13.4,-3.9016203722222227,74.395,7.472567955,221.5945833,221.49400000000003,2015,9
93,9/4/2015,Disappointment Cleaver,3,0,0.0,13.44416667,-5.87314815,90.97875,9.374539611130219,173.56916669999998,141.671125,2015,9
94,9/4/2015,Disappointment Cleaver,12,0,0.0,13.44416667,-5.87314815,90.97875,9.374539611130219,173.56916669999998,141.671125,2015,9
95,9/4/2015,Disappointment Cleaver,12,0,0.0,13.44416667,-5.87314815,90.97875,9.374539611130219,173.56916669999998,141.671125,2015,9
96,9/4/2015,Disappointment Cleaver,12,0,0.0,13.44416667,-5.87314815,90.97875,9.374539611130219,173.56916669999998,141.671125,2015,9
97,9/4/2015,Disappointment Cleaver,2,0,0.0,13.44416667,-5.87314815,90.97875,9.374539611130219,173.56916669999998,141.671125,2015,9
98,9/4/2015,Disappointment Cleaver,2,0,0.0,13.44416667,-5.87314815,90.97875,9.374539611130219,173.56916669999998,141.671125,2015,9
99,9/3/2015,Disappointment Cleaver,2,0,0.0,13.53416667,-6.432175927777778,90.81,13.4299423,195.80375,214.4229167,2015,9
100,9/3/2015,Disappointment Cleaver,3,0,0.0,13.53416667,-6.432175927777778,90.81,13.4299423,195.80375,214.4229167,2015,9
101,9/3/2015,Disappointment Cleaver,11,0,0.0,13.53416667,-6.432175927777778,90.81,13.4299423,195.80375,214.4229167,2015,9
102,9/3/2015,Disappointment Cleaver,11,0,0.0,13.53416667,-6.432175927777778,90.81,13.4299423,195.80375,214.4229167,2015,9
103,9/3/2015,Disappointment Cleaver,12,0,0.0,13.53416667,-6.432175927777778,90.81,13.4299423,195.80375,214.4229167,2015,9
104,9/2/2015,Disappointment Cleaver,8,0,0.0,13.60458333,-5.333101850000001,91.62541667,37.455376825,188.12083330000002,233.4845833,2015,9
105,9/2/2015,Disappointment Cleaver,12,0,0.0,13.60458333,-5.333101850000001,91.62541667,37.455376825,188.12083330000002,233.4845833,2015,9
106,9/2/2015,Disappointment Cleaver,12,0,0.0,13.60458333,-5.333101850000001,91.62541667,37.455376825,188.12083330000002,233.4845833,2015,9
107,9/1/2015,Disappointment Cleaver,12,0,0.0,13.57875,0.043749999999999685,66.61916667,53.234955525,238.1875,201.78916669999998,2015,9
108,9/1/2015,Disappointment Cleaver,10,0,0.0,13.57875,0.043749999999999685,66.61916667,53.234955525,238.1875,201.78916669999998,2015,9
109,9/1/2015,Disappointment Cleaver,12,0,0.0,13.57875,0.043749999999999685,66.61916667,53.234955525,238.1875,201.78916669999998,2015,9
110,9/1/2015,Disappointment Cleaver,12,0,0.0,13.57875,0.043749999999999685,66.61916667,53.234955525,238.1875,201.78916669999998,2015,9
111,8/31/2015,Disappointment Cleaver,12,0,0.0,13.16,0.1722222222222235,100.0,41.4244116,234.5,0.0,2015,8
112,8/31/2015,Disappointment Cleaver,12,0,0.0,13.16,0.1722222222222235,100.0,41.4244116,234.5,0.0,2015,8
113,8/31/2015,Disappointment Cleaver,12,0,0.0,13.16,0.1722222222222235,100.0,41.4244116,234.5,0.0,2015,8
114,8/30/2015,Disappointment Cleaver,12,0,0.0,,,,,,,2015,8
115,8/30/2015,Disappointment Cleaver,12,0,0.0,,,,,,,2015,8
116,8/30/2015,Disappointment Cleaver,12,0,0.0,,,,,,,2015,8
117,8/29/2015,Disappointment Cleaver,12,0,0.0,13.2026087,-0.6557970999999994,96.96086957,29.3333002317936,58.79304348,33.10091304,2015,8
118,8/29/2015,Disappointment Cleaver,11,0,0.0,13.2026087,-0.6557970999999994,96.96086957,29.3333002317936,58.79304348,33.10091304,2015,8
119,8/28/2015,Disappointment Cleaver,11,0,0.0,13.45916667,2.3122685166666677,91.36375,103.16875237500001,40.25666667,53.22416667,2015,8
120,8/28/2015,Disappointment Cleaver,11,0,0.0,13.45916667,2.3122685166666677,91.36375,103.16875237500001,40.25666667,53.22416667,2015,8
121,8/28/2015,Disappointment Cleaver,3,0,0.0,13.45916667,2.3122685166666677,91.36375,103.16875237500001,40.25666667,53.22416667,2015,8
122,8/27/2015,Disappointment Cleaver,12,0,0.0,13.47791667,4.804861111111111,66.89916667,62.25597678869781,21.47416667,250.302375,2015,8
123,8/27/2015,Disappointment Cleaver,12,0,0.0,13.47791667,4.804861111111111,66.89916667,62.25597678869781,21.47416667,250.302375,2015,8
124,8/27/2015,Disappointment Cleaver,10,0,0.0,13.47791667,4.804861111111111,66.89916667,62.25597678869781,21.47416667,250.302375,2015,8
125,8/26/2015,Disappointment Cleaver,12,7,0.583333333,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
126,8/26/2015,Disappointment Cleaver,3,3,1.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
127,8/26/2015,Disappointment Cleaver,2,2,1.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
128,8/26/2015,Disappointment Cleaver,6,6,1.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
129,8/26/2015,Disappointment Cleaver,9,3,0.333333333,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
130,8/26/2015,Disappointment Cleaver,9,5,0.5555555560000001,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
131,8/26/2015,Disappointment Cleaver,12,0,0.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
132,8/26/2015,Emmons-Winthrop,2,1,0.5,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
133,8/26/2015,Disappointment Cleaver,3,4,1.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
134,8/26/2015,Disappointment Cleaver,2,2,1.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
135,8/26/2015,Disappointment Cleaver,12,0,0.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
136,8/26/2015,Disappointment Cleaver,2,0,0.0,13.51,5.52824073888889,54.23375,57.7739648886978,22.13458333,234.041625,2015,8
137,8/25/2015,Disappointment Cleaver,2,2,1.0,13.47041667,5.7861111111111105,26.72666667,40.14900965,19.63125,275.21133330000004,2015,8
138,8/25/2015,Disappointment Cleaver,6,0,0.0,13.47041667,5.7861111111111105,26.72666667,40.14900965,19.63125,275.21133330000004,2015,8
139,8/25/2015,Disappointment Cleaver,12,4,0.333333333,13.47041667,5.7861111111111105,26.72666667,40.14900965,19.63125,275.21133330000004,2015,8
140,8/25/2015,Disappointment Cleaver,12,7,0.583333333,13.47041667,5.7861111111111105,26.72666667,40.14900965,19.63125,275.21133330000004,2015,8
141,8/24/2015,Disappointment Cleaver,2,2,1.0,13.48166667,6.314814816666668,22.565875,36.7338560636978,17.94333333,236.7139583,2015,8
142,8/24/2015,Disappointment Cleaver,10,7,0.7,13.48166667,6.314814816666668,22.565875,36.7338560636978,17.94333333,236.7139583,2015,8
143,8/24/2015,Disappointment Cleaver,11,9,0.818181818,13.48166667,6.314814816666668,22.565875,36.7338560636978,17.94333333,236.7139583,2015,8
144,8/24/2015,Disappointment Cleaver,3,3,1.0,13.48166667,6.314814816666668,22.565875,36.7338560636978,17.94333333,236.7139583,2015,8
145,8/24/2015,Disappointment Cleaver,12,9,0.75,13.48166667,6.314814816666668,22.565875,36.7338560636978,17.94333333,236.7139583,2015,8
146,8/23/2015,Disappointment Cleaver,5,0,0.0,13.46708333,7.048842594444444,26.80133333,39.9270548363022,17.51666667,281.0450417,2015,8
147,8/23/2015,Disappointment Cleaver,12,9,0.75,13.46708333,7.048842594444444,26.80133333,39.9270548363022,17.51666667,281.0450417,2015,8
148,8/23/2015,Disappointment Cleaver,12,4,0.333333333,13.46708333,7.048842594444444,26.80133333,39.9270548363022,17.51666667,281.0450417,2015,8
149,8/23/2015,Disappointment Cleaver,6,4,0.666666667,13.46708333,7.048842594444444,26.80133333,39.9270548363022,17.51666667,281.0450417,2015,8
150,8/23/2015,Disappointment Cleaver,4,4,1.0,13.46708333,7.048842594444444,26.80133333,39.9270548363022,17.51666667,281.0450417,2015,8
151,8/23/2015,Disappointment Cleaver,2,2,1.0,13.46708333,7.048842594444444,26.80133333,39.9270548363022,17.51666667,281.0450417,2015,8
152,8/22/2015,Disappointment Cleaver,4,4,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
153,8/22/2015,Disappointment Cleaver,2,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
154,8/22/2015,Disappointment Cleaver,2,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
155,8/22/2015,Kautz Glacier,3,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
156,8/22/2015,Disappointment Cleaver,4,4,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
157,8/22/2015,Disappointment Cleaver,1,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
158,8/22/2015,Disappointment Cleaver,3,3,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
159,8/22/2015,Disappointment Cleaver,2,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
160,8/22/2015,Disappointment Cleaver,4,4,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
161,8/22/2015,Disappointment Cleaver,2,2,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
162,8/22/2015,Emmons-Winthrop,4,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
163,8/22/2015,Disappointment Cleaver,2,2,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
164,8/22/2015,Disappointment Cleaver,12,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
165,8/22/2015,Disappointment Cleaver,9,7,0.7777777779999999,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
166,8/22/2015,Disappointment Cleaver,9,7,0.7777777779999999,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
167,8/22/2015,Disappointment Cleaver,3,3,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
168,8/22/2015,Disappointment Cleaver,3,2,0.666666667,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
169,8/22/2015,Disappointment Cleaver,3,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
170,8/22/2015,Disappointment Cleaver,1,1,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
171,8/22/2015,Disappointment Cleaver,2,2,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
172,8/22/2015,Disappointment Cleaver,12,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
173,8/22/2015,Disappointment Cleaver,2,2,1.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
174,8/22/2015,Disappointment Cleaver,2,0,0.0,13.44541667,6.8717592611111105,18.2605,7.237872538869779,55.20091667,281.860625,2015,8
175,8/21/2015,Disappointment Cleaver,2,2,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
176,8/21/2015,Emmons-Winthrop,5,0,0.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
177,8/21/2015,Kautz Glacier,4,4,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
178,8/21/2015,Emmons-Winthrop,4,4,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
179,8/21/2015,Disappointment Cleaver,2,0,0.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
180,8/21/2015,Disappointment Cleaver,12,2,0.166666667,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
181,8/21/2015,Disappointment Cleaver,11,7,0.636363636,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
182,8/21/2015,Disappointment Cleaver,4,0,0.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
183,8/21/2015,Disappointment Cleaver,2,2,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
184,8/21/2015,Disappointment Cleaver,2,0,0.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
185,8/21/2015,Disappointment Cleaver,4,3,0.75,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
186,8/21/2015,Disappointment Cleaver,2,2,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
187,8/21/2015,Disappointment Cleaver,7,7,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
188,8/21/2015,Disappointment Cleaver,4,4,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
189,8/21/2015,Disappointment Cleaver,4,4,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
190,8/21/2015,Disappointment Cleaver,2,0,0.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
191,8/21/2015,Disappointment Cleaver,1,2,1.0,13.4875,6.227083333333335,14.29633333,30.805583945,19.62958333,293.7495,2015,8
192,8/20/2015,Disappointment Cleaver,5,0,0.0,13.3775,10.633101850000001,25.71416667,7.78705981386978,49.57458333,287.292125,2015,8
193,8/20/2015,Disappointment Cleaver,6,6,1.0,13.3775,10.633101850000001,25.71416667,7.78705981386978,49.57458333,287.292125,2015,8
